year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
2014,North Carolina,NC,47,US Senate,John Rhodes,,621,2915281
2014,North Carolina,NC,47,US Senate,NA,NA,4307,2915281
2014,Oklahoma,OK,53,US Senate,Joan Farr,independent,10554,820733
2014,Oklahoma,OK,53,US Senate,Connie Johnson,democrat,237923,820890
2014,Oklahoma,OK,53,US Senate,Matt Silverstein,democrat,234307,820733
2014,Oklahoma,OK,53,US Senate,Mark T. Beard,independent,25965,820890
2014,Oklahoma,OK,53,US Senate,James M. Inhofe,republican,558166,820733
2014,Oklahoma,OK,53,US Senate,Ray Woods,independent,9913,820733
2014,Oklahoma,OK,53,US Senate,James Lankford,republican,557002,820890
2014,Oklahoma,OK,53,US Senate,Aaron DeLozier,independent,7793,820733
2014,Oregon,OR,72,US Senate,Mike Montchalin,libertarian,44916,1461618
2014,Oregon,OR,72,US Senate,Christina Jean Lugo,green,32434,1461618
2014,Oregon,OR,72,US Senate,Jeff Merkley,democrat,814537,1461618
2014,Oregon,OR,72,US Senate,Monica Wehby,republican,538847,1461618
2014,Oregon,OR,72,US Senate,James E. Leuenberger,constitution,24212,1461618
2014,Oregon,OR,72,US Senate,Other,,6672,1461618
2014,Rhode Island,RI,5,US Senate,Jack Reed,democrat,223675,316898
2014,Rhode Island,RI,5,US Senate,Mark S. Zaccaria,republican,92684,316898
2014,Rhode Island,RI,5,US Senate,NA,NA,539,316898
2014,South Carolina,SC,48,US Senate,Brad Hutto,working families,24207,1240075
2014,South Carolina,SC,48,US Senate,Brad Hutto,democrat,456726,1240075
2014,South Carolina,SC,48,US Senate,Jill Bossi,american,21652,1238982
2014,South Carolina,SC,48,US Senate,Lindsey Graham,republican,672941,1240075
2014,South Carolina,SC,48,US Senate,Joyce Dickerson,democrat,459583,1238982
2014,South Carolina,SC,48,US Senate,NA,NA,4774,1240075
2014,South Carolina,SC,48,US Senate,Tim Scott,republican,757215,1238982
2014,South Carolina,SC,48,US Senate,NA,NA,532,1238982
2014,South Carolina,SC,48,US Senate,Thomas Ravenel,petition,47588,1240075
2014,South Carolina,SC,48,US Senate,Victor Kocher,libertarian,33839,1240075
2014,South Dakota,SD,37,US Senate,Mike Rounds,republican,140741,279412
2014,South Dakota,SD,37,US Senate,Gordon Howie,independent,8474,279412
2014,South Dakota,SD,37,US Senate,Larry Pressler,independent,47741,279412
2014,South Dakota,SD,37,US Senate,Rick Weiland,democrat,82456,279412
2014,Tennessee,TN,54,US Senate,Martin Pleasant,green,12570,1374065
2014,Tennessee,TN,54,US Senate,Tom Emerson Jr.,independent,11157,1374065
2014,Tennessee,TN,54,US Senate,Gordon Ball,democrat,437848,1374065
2014,Tennessee,TN,54,US Senate,C. Salekin,independent,787,1374065
2014,Tennessee,TN,54,US Senate,Lamar Alexander,republican,850087,1374065
2014,Tennessee,TN,54,US Senate,Bartholomew J. Phillips,independent,2386,1374065
2014,Tennessee,TN,54,US Senate,Danny Page,independent,7713,1374065
2014,Tennessee,TN,54,US Senate,Edmund L. Gauthier,independent,2314,1374065
2014,Tennessee,TN,54,US Senate,Rick Tyler,independent,5759,1374065
2014,Tennessee,TN,54,US Senate,Joe Wilmoth,constitution,36088,1374065
2014,Tennessee,TN,54,US Senate,Eric Schechter,independent,1673,1374065
2014,Tennessee,TN,54,US Senate,NA,NA,5,1374065
2014,Tennessee,TN,54,US Senate,Joshua James,independent,5678,1374065
2014,Texas,TX,49,US Senate,NA,NA,988,4648358
2014,Texas,TX,49,US Senate,Rebecca Paddock,libertarian,133751,4648358
2014,Texas,TX,49,US Senate,"Emily ""Spicybrown"" Sanchez",green,54701,4648358
2014,Texas,TX,49,US Senate,John Cornyn,republican,2861531,4648358
2014,Texas,TX,49,US Senate,David M. Alameel,democrat,1597387,4648358
2014,Virginia,VA,40,US Senate,Ed. W. Gillespie,republican,1055940,2184473
2014,Virginia,VA,40,US Senate,Mark R. Warner,democrat,1073667,2184473
2014,Virginia,VA,40,US Senate,Robert C. Sarvis,libertarian,53102,2184473
2014,Virginia,VA,40,US Senate,NA,NA,1764,2184473
2014,West Virginia,WV,56,US Senate,Phil Hudok,constitution,2566,453689
2014,West Virginia,WV,56,US Senate,NA,NA,5,453689
2014,West Virginia,WV,56,US Senate,Natalie Tennant,democrat,156360,453689
2014,West Virginia,WV,56,US Senate,Shelley Moore Capito,republican,281820,453689
2014,West Virginia,WV,56,US Senate,John S. Buckley,libertarian,7409,453689
2014,West Virginia,WV,56,US Senate,Bob Henry Baber,mountain,5504,453689
2014,West Virginia,WV,56,US Senate,NA,NA,10,453689
2014,West Virginia,WV,56,US Senate,NA,NA,7,453689
2014,West Virginia,WV,56,US Senate,NA,NA,8,453689
2014,Wyoming,WY,68,US Senate,Curt Gottshall,independent,13311,171153
2014,Wyoming,WY,68,US Senate,Over Vote,,130,171153
2014,Wyoming,WY,68,US Senate,Joseph S. Porambo,libertarian,3677,171153
2014,Wyoming,WY,68,US Senate,Blank Vote,,2633,171153
2014,Wyoming,WY,68,US Senate,NA,NA,471,171153
2014,Wyoming,WY,68,US Senate,Michael B. Enzi,republican,121554,171153
2014,Wyoming,WY,68,US Senate,Charlie Hardy,democrat,29377,171153
2016,Alabama,AL,41,US Senate,Ron Crumpton,democrat,748709,2087444
2016,Alabama,AL,41,US Senate,Richard C. Shelby,republican,1335104,2087444
2016,Alabama,AL,41,US Senate,NA,NA,3631,2087444
2016,Alaska,AK,81,US Senate,Joe Miller,libertarian,90825,311441
2016,Alaska,AK,81,US Senate,Ted Gianoutsos,independent,1758,311441
2016,Alaska,AK,81,US Senate,Ray Metcalfe,democrat,36200,311441
2016,Alaska,AK,81,US Senate,Margaret Stock,independent,41194,311441
2016,Alaska,AK,81,US Senate,Breck A. Craig,independent,2609,311441
2016,Alaska,AK,81,US Senate,Lisa Murkowski,republican,138149,311441
2016,Alaska,AK,81,US Senate,NA,NA,706,311441
2016,Arizona,AZ,61,US Senate,Anthony Camboni,none,45,2530730
2016,Arizona,AZ,61,US Senate,Ann Kirkpatrick,democrat,1031245,2530730
2016,Arizona,AZ,61,US Senate,NA,NA,4,2530730
2016,Arizona,AZ,61,US Senate,NA,NA,694,2530730
2016,Arizona,AZ,61,US Senate,Leonard Clark,independent,83,2530730
2016,Arizona,AZ,61,US Senate,Sydney Dudikoff,republican,494,2530730
2016,Arizona,AZ,61,US Senate,NA,NA,34,2530730
2016,Arizona,AZ,61,US Senate,John McCain,republican,1359267,2530730
2016,Arizona,AZ,61,US Senate,NA,NA,223,2530730
2016,Arizona,AZ,61,US Senate,NA,NA,7,2530730
2016,Arizona,AZ,61,US Senate,Gary Swing,green,138634,2530730
2016,Arkansas,AR,42,US Senate,John Boozman,republican,661984,1107522
2016,Arkansas,AR,42,US Senate,NA,NA,1070,1107522
2016,Arkansas,AR,42,US Senate,Conner Eldridge,democrat,400602,1107522
2016,Arkansas,AR,42,US Senate,Frank Gilbert,libertarian,43866,1107522
2016,California,CA,71,US Senate,Loretta Sanchez,democrat,4701417,12244170
2016,California,CA,71,US Senate,Kamala D. Harris,democrat,7542753,12244170
2016,Colorado,CO,62,US Senate,Paul Noel Fiorino,none,3216,2743023
2016,Colorado,CO,62,US Senate,Dan Chapin,none,8361,2743023
2016,Colorado,CO,62,US Senate,Michael F. Bennet,democrat,1370710,2743023
2016,Colorado,CO,62,US Senate,Lily Tang Williams,libertarian,99277,2743023
2016,Colorado,CO,62,US Senate,Bill Hammons,unity party of colorado,9336,2743023
2016,Colorado,CO,62,US Senate,Darryl Glenn,republican,1215318,2743023
2016,Colorado,CO,62,US Senate,Arn Menconi,green,36805,2743023
2016,Connecticut,CT,1,US Senate,Richard Blumenthal,democrat,920766,1596276
2016,Connecticut,CT,1,US Senate,Richard Blumenthal,working families,87948,1596276
2016,Connecticut,CT,1,US Senate,NA,NA,26,1596276
2016,Connecticut,CT,1,US Senate,Dan Carter,republican,552621,1596276
2016,Connecticut,CT,1,US Senate,NA,NA,12,1596276
2016,Connecticut,CT,1,US Senate,Richard Lion,libertarian,18190,1596276
2016,Connecticut,CT,1,US Senate,Jeffery Russell,green,16713,1596276
2016,Florida,FL,43,US Senate,Charles Frederick Tolbert,,56,9301820
2016,Florida,FL,43,US Senate,Steven Machat,none,26918,9301820
2016,Florida,FL,43,US Senate,NA,NA,7,9301820
2016,Florida,FL,43,US Senate,Patrick Murphy,democrat,4122088,9301820
2016,Florida,FL,43,US Senate,Paul Stanton,libertarian,196956,9301820
2016,Florida,FL,43,US Senate,Basil E. Dalack,none,22236,9301820
2016,Florida,FL,43,US Senate,NA,NA,50,9301820
2016,Florida,FL,43,US Senate,NA,NA,10,9301820
2016,Florida,FL,43,US Senate,NA,NA,37,9301820
2016,Florida,FL,43,US Senate,Bruce Nathan,none,52451,9301820
2016,Florida,FL,43,US Senate,Marco Rubio,republican,4835191,9301820
2016,Florida,FL,43,US Senate,Tony Khoury,none,45820,9301820
2016,Georgia,GA,44,US Senate,NA,NA,813,3898605
2016,Georgia,GA,44,US Senate,Jim Barksdale,democrat,1599726,3898605
2016,Georgia,GA,44,US Senate,Allen Buckley,libertarian,162260,3898605
2016,Georgia,GA,44,US Senate,Johnny Isakson,republican,2135806,3898605
2016,Hawaii,HI,82,US Senate,Blank Vote,,20763,437664
2016,Hawaii,HI,82,US Senate,"John M. ""Raghu"" Giuffre",american shopping party,1393,437664
2016,Hawaii,HI,82,US Senate,Joy J. Allison,constitution,9103,437664
2016,Hawaii,HI,82,US Senate,Michael A. Kokoski,libertarian,6809,437664
2016,Hawaii,HI,82,US Senate,Brian Schatz,democrat,306604,437664
2016,Hawaii,HI,82,US Senate,Over Vote,,339,437664
2016,Hawaii,HI,82,US Senate,John Carroll,republican,92653,437664
2016,Idaho,ID,63,US Senate,Ray J. Writz,constitution,41677,678943
2016,Idaho,ID,63,US Senate,Mike Crapo,republican,449017,678943
2016,Idaho,ID,63,US Senate,Jerry Sturgill,democrat,188249,678943
2016,Illinois,IL,21,US Senate,Scott Summers,green,117619,5491878
2016,Illinois,IL,21,US Senate,Kenton McMillen,libertarian,175988,5491878
2016,Illinois,IL,21,US Senate,NA,NA,42,5491878
2016,Illinois,IL,21,US Senate,Mark Kirk,republican,2184692,5491878
2016,Illinois,IL,21,US Senate,Tammy Duckworth,democrat,3012940,5491878
2016,Illinois,IL,21,US Senate,NA,NA,77,5491878
2016,Illinois,IL,21,US Senate,NA,NA,106,5491878
2016,Illinois,IL,21,US Senate,NA,NA,408,5491878
2016,Illinois,IL,21,US Senate,NA,NA,5,5491878
2016,Illinois,IL,21,US Senate,NA,NA,1,5491878
2016,Indiana,IN,22,US Senate,Evan Bayh,democrat,1158947,2732546
2016,Indiana,IN,22,US Senate,Todd C. Young,republican,1423991,2732546
2016,Indiana,IN,22,US Senate,Lucy Brenton,libertarian,149481,2732546
2016,Indiana,IN,22,US Senate,NA,NA,127,2732546
2016,Iowa,IA,31,US Senate,Chuck Grassley,republican,926007,1541036
2016,Iowa,IA,31,US Senate,Patty Judge,democrat,549460,1541036
2016,Iowa,IA,31,US Senate,Michael Luick-Thrams,nominated by petition,4441,1541036
2016,Iowa,IA,31,US Senate,NA,NA,1685,1541036
2016,Iowa,IA,31,US Senate,Charles Aldrich,libertarian,41794,1541036
2016,Iowa,IA,31,US Senate,Jim Hennager,new independent party iowa,17649,1541036
2016,Kansas,KS,32,US Senate,Patrick Wiesner,democrat,379740,1177922
2016,Kansas,KS,32,US Senate,NA,NA,46,1177922
2016,Kansas,KS,32,US Senate,Robert D. Garrard,libertarian,65760,1177922
2016,Kansas,KS,32,US Senate,Jerry Moran,republican,732376,1177922
2016,Kentucky,KY,51,US Senate,Rand Paul,republican,1090177,1903465
2016,Kentucky,KY,51,US Senate,NA,NA,6,1903465
2016,Kentucky,KY,51,US Senate,Jim Gray,democrat,813246,1903465
2016,Kentucky,KY,51,US Senate,NA,NA,36,1903465
2016,Louisiana,LA,45,US Senate,"Charles W. Boustany, Jr.",republican,298008,1997218
2016,Louisiana,LA,45,US Senate,Derrick Edwards,democrat,51774,1997218
2016,Louisiana,LA,45,US Senate,"M. V. ""Vinny""Mendoza",democrat,4927,1997218
2016,Louisiana,LA,45,US Senate,John Fleming,republican,204026,1997218
2016,Louisiana,LA,45,US Senate,Caroline Fayard,democrat,240917,1997218
2016,Louisiana,LA,45,US Senate,Peter Williams,democrat,6855,1997218
2016,Louisiana,LA,45,US Senate,LeRoy Gillam,libertarian,4067,1997218
2016,Louisiana,LA,45,US Senate,"""Rob"" Maness",republican,90856,1997218
2016,Louisiana,LA,45,US Senate,Kaitlin Marone,none,4108,1997218
2016,Louisiana,LA,45,US Senate,Joshua Pellerin,democrat,7395,1997218
2016,Louisiana,LA,45,US Senate,"William Robert Lang, Jr.",other,1424,1997218
2016,Louisiana,LA,45,US Senate,Beryl Billiot,none,19352,1997218
2016,Louisiana,LA,45,US Senate,Arden Wells,none,1483,1997218
2016,Louisiana,LA,45,US Senate,Troy Hebert,none,9503,1997218
2016,Louisiana,LA,45,US Senate,John Kennedy,republican,536191,1997218
2016,Louisiana,LA,45,US Senate,"Gregory Taylor, Jr.",other,1151,1997218
2016,Louisiana,LA,45,US Senate,Thomas P. Clements,libertarian,11370,1997218
2016,Louisiana,LA,45,US Senate,Gary Landrieu,democrat,45587,1997218
2016,Louisiana,LA,45,US Senate,Foster Campbell,democrat,347816,1997218
2016,Louisiana,LA,45,US Senate,Abhay Patel,republican,1576,1997218
2016,Louisiana,LA,45,US Senate,"""Joseph"" Cao",republican,21019,1997218
2016,Louisiana,LA,45,US Senate,David Duke,republican,58606,1997218
2016,Louisiana,LA,45,US Senate,"Donald ""Crawdaddy"" Crawford",republican,25523,1997218
2016,Louisiana,LA,45,US Senate,Charles Marsala,republican,3684,1997218
2016,Maryland,MD,52,US Senate,Chris Van Hollen,democrat,1659907,2726170
2016,Maryland,MD,52,US Senate,Margaret Flowers,green,89970,2726170
2016,Maryland,MD,52,US Senate,NA,NA,77,2726170
2016,Maryland,MD,52,US Senate,NA,NA,7,2726170
2016,Maryland,MD,52,US Senate,NA,NA,242,2726170
2016,Maryland,MD,52,US Senate,NA,NA,138,2726170
2016,Maryland,MD,52,US Senate,NA,NA,15,2726170
2016,Maryland,MD,52,US Senate,NA,NA,26,2726170
2016,Maryland,MD,52,US Senate,NA,NA,3231,2726170
2016,Maryland,MD,52,US Senate,Kathy Szeliga,republican,972557,2726170
2016,Missouri,MO,34,US Senate,NA,NA,4,2802641
2016,Missouri,MO,34,US Senate,NA,NA,53,2802641
2016,Missouri,MO,34,US Senate,NA,NA,12,2802641
2016,Missouri,MO,34,US Senate,Roy Blunt,republican,1378458,2802641
2016,Missouri,MO,34,US Senate,Johnathan McFarland,green,30743,2802641
2016,Missouri,MO,34,US Senate,Steven Wallace,,1,2802641
2016,Missouri,MO,34,US Senate,Fred Ryman,constitution,25407,2802641
2016,Missouri,MO,34,US Senate,Jason Kander,democrat,1300200,2802641
2016,Missouri,MO,34,US Senate,NA,NA,21,2802641
2016,Missouri,MO,34,US Senate,Jonathan Dine,libertarian,67738,2802641
2016,Nevada,NV,65,US Senate,Joseph J. Heck,republican,495079,1108294
2016,Nevada,NV,65,US Senate,"Thomas ""Tom"" Sawyer",none,14208,1108294
2016,Nevada,NV,65,US Senate,Catherine Cortez Masto,democrat,521994,1108294
2016,Nevada,NV,65,US Senate,Tony Gumina,none,10740,1108294
2016,Nevada,NV,65,US Senate,Tom Jones,independent american,17128,1108294
2016,Nevada,NV,65,US Senate,none of the above,,42257,1108294
2016,Nevada,NV,65,US Senate,Jarrod M. Williams,none,6888,1108294
2016,New Hampshire,NH,4,US Senate,Kelly Ayotte,republican,353632,739140
2016,New Hampshire,NH,4,US Senate,Maggie Hassan,democrat,354649,739140
2016,New Hampshire,NH,4,US Senate,scatter,,520,739140
2016,New Hampshire,NH,4,US Senate,Brian Chabot,libertarian,12597,739140
2016,New Hampshire,NH,4,US Senate,Aaron Day,independent,17742,739140
2016,New York,NY,13,US Senate,Alex Merced,libertarian,48121,7800725
2016,New York,NY,13,US Senate,Charles E. Schumer,working families,241672,7800725
2016,New York,NY,13,US Senate,Wendy Long,republican,1723927,7800725
2016,New York,NY,13,US Senate,Blank Vote,,400943,7800725
2016,New York,NY,13,US Senate,Void Vote,,3474,7800725
2016,New York,NY,13,US Senate,Wendy Long,reform,17813,7800725
2016,New York,NY,13,US Senate,Charles E. Schumer,women's equality,45402,7800725
2016,New York,NY,13,US Senate,scatter,,3472,7800725
2016,New York,NY,13,US Senate,Charles E. Schumer,democrat,4784220,7800725
2016,New York,NY,13,US Senate,Wendy Long,conservative,267613,7800725
2016,New York,NY,13,US Senate,Robin Laverne Wilson,green,113413,7800725
2016,New York,NY,13,US Senate,Charles E. Schumer,independence,150655,7800725
2016,North Carolina,NC,47,US Senate,Deborah K. Ross,democrat,2128165,4691133
2016,North Carolina,NC,47,US Senate,Richard Burr,republican,2395376,4691133
2016,North Carolina,NC,47,US Senate,Sean Haugh,libertarian,167592,4691133
2016,North Dakota,ND,36,US Senate,NA,NA,366,342501
2016,North Dakota,ND,36,US Senate,James Germalic,independent,4675,342501
2016,North Dakota,ND,36,US Senate,John Hoeven,republican,268788,342501
2016,North Dakota,ND,36,US Senate,Eliot Glassheim,democrat,58116,342501
2016,North Dakota,ND,36,US Senate,Robert N. Marquette,libertarian,10556,342501
2016,Ohio,OH,24,US Senate,NA,NA,111,5374164
2016,Ohio,OH,24,US Senate,Scott Rupert,none,77291,5374164
2016,Ohio,OH,24,US Senate,Ted Strickland,democrat,1996908,5374164
2016,Ohio,OH,24,US Senate,Joseph R. DeMare,green,88246,5374164
2016,Ohio,OH,24,US Senate,Tom Connors,none,93041,5374164
2016,Ohio,OH,24,US Senate,Rob Portman,republican,3118567,5374164
2016,Oklahoma,OK,53,US Senate,Mike Workman,democrat,355911,1448047
2016,Oklahoma,OK,53,US Senate,James Lankford,republican,980892,1448047
2016,Oklahoma,OK,53,US Senate,Sean Braddy,independent,40405,1448047
2016,Oklahoma,OK,53,US Senate,Robert T. Murphy,libertarian,43421,1448047
2016,Oklahoma,OK,53,US Senate,Mark T. Beard,independent,27418,1448047
2016,Oregon,OR,72,US Senate,Eric Navickas,pacific green,48823,1952478
2016,Oregon,OR,72,US Senate,Other,,2058,1952478
2016,Oregon,OR,72,US Senate,Ron Wyden,democrat,1105119,1952478
2016,Oregon,OR,72,US Senate,Shanti S. Lewallen,working families,61915,1952478
2016,Oregon,OR,72,US Senate,Steven C. Reynolds,independent,59516,1952478
2016,Oregon,OR,72,US Senate,Mark Callahan,republican,651106,1952478
2016,Oregon,OR,72,US Senate,Jim Lindsay,libertarian,23941,1952478
2016,Pennsylvania,PA,14,US Senate,Katie McGinty,democrat,2865012,6051856
2016,Pennsylvania,PA,14,US Senate,Edward T. Clifford III,libertarian,235142,6051856
2016,Pennsylvania,PA,14,US Senate,Patrick J. Toomey,republican,2951702,6051856
2016,South Carolina,SC,48,US Senate,Thomas Dixon,democrat,704540,2049893
2016,South Carolina,SC,48,US Senate,Bill Bledsoe,libertarian,24830,2049893
2016,South Carolina,SC,48,US Senate,Thomas Dixon,working families,37610,2049893
2016,South Carolina,SC,48,US Senate,Bill Bledsoe,constitution,12652,2049893
2016,South Carolina,SC,48,US Senate,Tim Scott,republican,1241609,2049893
2016,South Carolina,SC,48,US Senate,NA,NA,1857,2049893
2016,South Carolina,SC,48,US Senate,Rebel Michael Scarborough,american,11923,2049893
2016,South Carolina,SC,48,US Senate,Thomas Dixon,green,14872,2049893
2016,South Dakota,SD,37,US Senate,John R. Thune,republican,265516,369656
2016,South Dakota,SD,37,US Senate,Jay Williams,democrat,104140,369656
2016,Utah,UT,67,US Senate,Mike Lee,republican,760220,1115583
2016,Utah,UT,67,US Senate,Bill Barron,none,26166,1115583
2016,Utah,UT,67,US Senate,Stoney Fonua,independent american,27339,1115583
2016,Utah,UT,67,US Senate,Misty K. Snow,democrat,301858,1115583
2016,Vermont,VT,6,US Senate,Void Vote,,466,320467
2016,Vermont,VT,6,US Senate,Scott Milne,republican,103637,320467
2016,Vermont,VT,6,US Senate,Cris Ericson,united states marijuana,9156,320467
2016,Vermont,VT,6,US Senate,Jerry Trudell,independent,5223,320467
2016,Vermont,VT,6,US Senate,Pete Diamondstone,liberty union,3241,320467
2016,Vermont,VT,6,US Senate,Blank Vote,,6192,320467
2016,Vermont,VT,6,US Senate,NA,NA,309,320467
2016,Vermont,VT,6,US Senate,Patrick J. Leahy,democrat,192243,320467
2016,Washington,WA,73,US Senate,Chris Vance,republican,1329338,3243317
2016,Washington,WA,73,US Senate,Patty Murray,democrat,1913979,3243317
2016,Wisconsin,WI,25,US Senate,Russ Feingold,democrat,1380335,2948741
2016,Wisconsin,WI,25,US Senate,Philip N. Anderson,libertarian,87531,2948741
2016,Wisconsin,WI,25,US Senate,NA,NA,8,2948741
2016,Wisconsin,WI,25,US Senate,Ron Johnson,republican,1479471,2948741
2016,Wisconsin,WI,25,US Senate,scatter,,1396,2948741
2018,Arizona,AZ,61,US Senate,Martha McSally,republican,1135200,2384308
2018,Arizona,AZ,61,US Senate,Kyrsten Sinema,democrat,1191100,2384308
2018,Arizona,AZ,61,US Senate,Angela Green,green,57442,2384308
2018,Arizona,AZ,61,US Senate,NA,NA,566,2384308
2018,California,CA,71,US Senate,Dianne Feinstein,democrat,6019422,11113364
