year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
1998,Maryland,MD,52,US Senate,Ross Z. Pierpont,republican,444637,1507447
1998,Missouri,MO,34,US Senate,Tamara A. Millay,libertarian,31876,1576857
1998,Missouri,MO,34,US Senate,Jeremiah W. (Jay) Nixon,democrat,690208,1576857
1998,Missouri,MO,34,US Senate,Curt Frazier,taxpayers,15368,1576857
1998,Missouri,MO,34,US Senate,James F. Newport,reform,8780,1576857
1998,Missouri,MO,34,US Senate,Christopher S. Bond,republican,830625,1576857
1998,Nevada,NV,65,US Senate,John E. Ensign,republican,208220,435864
1998,Nevada,NV,65,US Senate,Michael E. Williams,natural law,2781,435864
1998,Nevada,NV,65,US Senate,Harry Reid,democrat,208621,435864
1998,Nevada,NV,65,US Senate,Michael Cloud,libertarian,8129,435864
1998,Nevada,NV,65,US Senate,Other,,8113,435864
1998,New Hampshire,NH,4,US Senate,Brian Christeson,libertarian,7603,314696
1998,New Hampshire,NH,4,US Senate,George Condodemetraky,democrat,88883,314696
1998,New Hampshire,NH,4,US Senate,Judd Gregg,republican,213477,314696
1998,New Hampshire,NH,4,US Senate,Roy Kendel,independent,4733,314696
1998,New York,NY,13,US Senate,Alfonse D'Amato,right to life,104565,4989877
1998,New York,NY,13,US Senate,Blank Vote/Scattering,,319072,4989877
1998,New York,NY,13,US Senate,Charles E. Schumer,independence,109027,4989877
1998,New York,NY,13,US Senate,Charles E. Schumer,democrat,2386314,4989877
1998,New York,NY,13,US Senate,Charles E. Schumer,liberal,55724,4989877
1998,New York,NY,13,US Senate,Alfonse D'Amato,republican,1680203,4989877
1998,New York,NY,13,US Senate,William P. McMillen,libertarian,8223,4989877
1998,New York,NY,13,US Senate,Joel Kovel,green,14735,4989877
1998,New York,NY,13,US Senate,Rose Ana Berbeo,socialist workers,3513,4989877
1998,New York,NY,13,US Senate,Corinne E. Kurtz,marijuana reform,34281,4989877
1998,New York,NY,13,US Senate,Alfonse D'Amato,conservative,274220,4989877
1998,North Carolina,NC,47,US Senate,Barbara Howe,libertarian,36963,2012143
1998,North Carolina,NC,47,US Senate,Lauch Faircloth,republican,945943,2012143
1998,North Carolina,NC,47,US Senate,John Edwards,democrat,1029237,2012143
1998,North Dakota,ND,36,US Senate,Harley McLain,reform,3598,213358
1998,North Dakota,ND,36,US Senate,Donna Nalewaja,republican,75013,213358
1998,North Dakota,ND,36,US Senate,Byron L. Dorgan,democrat,134747,213358
1998,Ohio,OH,24,US Senate,George V. Voinovich,republican,1922087,3404351
1998,Ohio,OH,24,US Senate,NA,NA,210,3404351
1998,Ohio,OH,24,US Senate,Mary O. Boyle,democrat,1482054,3404351
1998,Oklahoma,OK,53,US Senate,Don Nickles,republican,570682,859713
1998,Oklahoma,OK,53,US Senate,"Argus W. Yandell, Jr.",independent,4617,859713
1998,Oklahoma,OK,53,US Senate,Don E. Carroll,democrat,268898,859713
1998,Oklahoma,OK,53,US Senate,Mike Morris,independent,15516,859713
1998,Oregon,OR,72,US Senate,Other,,1413,1117747
1998,Oregon,OR,72,US Senate,Dean M. Braa,socialist,7553,1117747
1998,Oregon,OR,72,US Senate,Karyn Moskowitz,pacific,22024,1117747
1998,Oregon,OR,72,US Senate,John Lim,republican,377739,1117747
1998,Oregon,OR,72,US Senate,Michael A. Campbell,natural law,8372,1117747
1998,Oregon,OR,72,US Senate,Jim Brewster,libertarian,18221,1117747
1998,Oregon,OR,72,US Senate,Ron Wyden,democrat,682425,1117747
1998,Pennsylvania,PA,14,US Senate,Dean Snyder,constitutional,68377,2957499
1998,Pennsylvania,PA,14,US Senate,Bill Lloyd,democrat,1028839,2957499
1998,Pennsylvania,PA,14,US Senate,Arlen Specter,republican,1814180,2957499
1998,Pennsylvania,PA,14,US Senate,Jack Iannantuono,libertarian,46103,2957499
1998,South Carolina,SC,48,US Senate,Bob Inglis,republican,488238,1069063
1998,South Carolina,SC,48,US Senate,Richard T. Quillian,libertarian,16991,1069063
1998,South Carolina,SC,48,US Senate,Ernest F. Hollings,democrat,563377,1069063
1998,South Carolina,SC,48,US Senate,NA,NA,457,1069063
1998,South Dakota,SD,37,US Senate,Tom Daschle,democrat,162884,262111
1998,South Dakota,SD,37,US Senate,Byron Dale,libertarian,3796,262111
1998,South Dakota,SD,37,US Senate,Ron Schmidt,republican,95431,262111
1998,Utah,UT,67,US Senate,Gary R. Van Horn,independent american,15073,494909
1998,Utah,UT,67,US Senate,Scott Leckman,democrat,163172,494909
1998,Utah,UT,67,US Senate,Robert F. Bennett,republican,316652,494909
1998,Utah,UT,67,US Senate,NA,NA,12,494909
1998,Vermont,VT,6,US Senate,Hugh Douglas,libertarian,4199,214036
1998,Vermont,VT,6,US Senate,Jerry Levy,liberty union,1238,214036
1998,Vermont,VT,6,US Senate,Barry M. Nelson,independent,2893,214036
1998,Vermont,VT,6,US Senate,Patrick J. Leahy,democrat,154567,214036
1998,Vermont,VT,6,US Senate,Bob (Dr. Bob) Melamede,vermont grassroots,2459,214036
1998,Vermont,VT,6,US Senate,NA,NA,629,214036
1998,Vermont,VT,6,US Senate,Fred H. Tuttle,republican,48051,214036
1998,Washington,WA,73,US Senate,Patty Murray,democrat,1103184,1888561
1998,Washington,WA,73,US Senate,Linda Smith,republican,785377,1888561
1998,Wisconsin,WI,25,US Senate,Blank Vote/Scattering,,706,1760836
1998,Wisconsin,WI,25,US Senate,Mark W. Neumann,republican,852272,1760836
1998,Wisconsin,WI,25,US Senate,Eugene A. Hem,independent,4266,1760836
1998,Wisconsin,WI,25,US Senate,Tom Ender,libertarian,5591,1760836
1998,Wisconsin,WI,25,US Senate,Robert R. Raymond,u.s. taxpayers,7942,1760836
1998,Wisconsin,WI,25,US Senate,Russell D. Feingold,democrat,890059,1760836
2000,Arizona,AZ,61,US Senate,William Toel,independent,109230,1397076
2000,Arizona,AZ,61,US Senate,Vance Hansen,green,108926,1397076
2000,Arizona,AZ,61,US Senate,Jon Kyl,republican,1108196,1397076
2000,Arizona,AZ,61,US Senate,Barry J. Hess II,libertarian,70724,1397076
2000,California,CA,71,US Senate,"Jose Luis ""Joe"" Camahort",reform,96552,10623608
2000,California,CA,71,US Senate,Medea Susan Benjamin,green,326828,10623608
2000,California,CA,71,US Senate,Tom Campbell,republican,3886853,10623608
2000,California,CA,71,US Senate,Dianne Feinstein,democrat,5932522,10623608
2000,California,CA,71,US Senate,Brian M. Rees,natural law,58537,10623608
2000,California,CA,71,US Senate,Diane Beall Templin,american independent,134598,10623608
2000,California,CA,71,US Senate,Gail Katherine Lightfoot,libertarian,187718,10623608
2000,Connecticut,CT,1,US Senate,Joseph I. Lieberman,democrat,828902,1311261
2000,Connecticut,CT,1,US Senate,Willdey J. Moore,libertarian,8773,1311261
2000,Connecticut,CT,1,US Senate,Phil Giordano,republican,448077,1311261
2000,Connecticut,CT,1,US Senate,"William Kozak, Jr.",concerned citizens,25509,1311261
2000,Delaware,DE,11,US Senate,Thomas R. Carper,democrat,181566,326993
2000,Delaware,DE,11,US Senate,J. Burke Morrison,libertarian,1103,326993
2000,Delaware,DE,11,US Senate,Mark E. Dankof,constitution,1044,326993
2000,Delaware,DE,11,US Senate,"William V. Roth, Jr.",republican,142891,326993
2000,Delaware,DE,11,US Senate,Robert Mattson,natural law,389,326993
2000,Florida,FL,43,US Senate,Darrell L. McCormick,independent,21664,5856731
2000,Florida,FL,43,US Senate,Bill Nelson,democrat,2989487,5856731
2000,Florida,FL,43,US Senate,Bill McCollum,republican,2705348,5856731
2000,Florida,FL,43,US Senate,Willie Logan,independent,80830,5856731
2000,Florida,FL,43,US Senate,Joe Simonetta,natural law,26087,5856731
2000,Florida,FL,43,US Senate,NA,NA,88,5856731
2000,Florida,FL,43,US Senate,Joel Deckard,reform,17338,5856731
2000,Florida,FL,43,US Senate,Andy Martin,independent,15889,5856731
2000,Georgia,GA,44,US Senate,Mack F. Mattingly,republican (not identified on ballot),920478,2415743
2000,Georgia,GA,44,US Senate,Paul Robert MacGregor,not identified,25942,2415743
2000,Georgia,GA,44,US Senate,Ben Ballenger,not identified,22975,2415743
2000,Georgia,GA,44,US Senate,Jeff Gates,not identified,21249,2415743
2000,Georgia,GA,44,US Senate,Zell Miller,democrat (not identified on ballot),1413224,2415743
2000,Georgia,GA,44,US Senate,Winnie Walsh,not identified,11875,2415743
2000,Hawaii,HI,82,US Senate,John Carroll,republican,84701,345623
2000,Hawaii,HI,82,US Senate,Lloyd Jeffrey Mallan,libertarian,3127,345623
2000,Hawaii,HI,82,US Senate,Lauri A. Clegg,natural law,4220,345623
2000,Hawaii,HI,82,US Senate,David Porter,constitution,2360,345623
2000,Hawaii,HI,82,US Senate,Daniel K. Akaka,democrat,251215,345623
2000,Indiana,IN,22,US Senate,Paul Hager,libertarian,33992,2145209
2000,Indiana,IN,22,US Senate,Richard G. Lugar,republican,1427944,2145209
2000,Indiana,IN,22,US Senate,David L. Johnson,democrat,683273,2145209
2000,Maine,ME,2,US Senate,Mark W. Lawrence,democrat,197183,634872
2000,Maine,ME,2,US Senate,Olympia J. Snowe,republican,437689,634872
2000,Maryland,MD,52,US Senate,Paul H. Rappaport,republican,715178,1946898
2000,Maryland,MD,52,US Senate,Corrogan R. Vaughn,,113,1946898
2000,Maryland,MD,52,US Senate,Paul S. Sarbanes,democrat,1230013,1946898
2000,Maryland,MD,52,US Senate,Other,,1594,1946898
2000,Massachusetts,MA,3,US Senate,Philip F. Lawler,constitution,42113,2734048
2000,Massachusetts,MA,3,US Senate,Carla A. Howell,libertarian,308860,2734048
2000,Massachusetts,MA,3,US Senate,Philip Hyde III,timesizing not downsizing,8452,2734048
2000,Massachusetts,MA,3,US Senate,Blank Vote/Scattering,,134586,2734048
2000,Massachusetts,MA,3,US Senate,NA,NA,42,2734048
2000,Massachusetts,MA,3,US Senate,Edward M. Kennedy,democrat,1889494,2734048
2000,Massachusetts,MA,3,US Senate,Dale E. Friedgen,unenrolled,13687,2734048
2000,Massachusetts,MA,3,US Senate,Other,,2473,2734048
2000,Massachusetts,MA,3,US Senate,Jack E. Robinson III,republican,334341,2734048
2000,Michigan,MI,23,US Senate,Michael R. Corliss,libertarian,29966,4167685
2000,Michigan,MI,23,US Senate,William Quarton,natural law,5630,4167685
2000,Michigan,MI,23,US Senate,Mark A. Forton,reform,26274,4167685
2000,Michigan,MI,23,US Senate,Debbie Stabenow,democrat,2061952,4167685
2000,Michigan,MI,23,US Senate,Spencer Abraham,republican,1994693,4167685
2000,Michigan,MI,23,US Senate,John Mangopoulos,u.s. taxpayers,11628,4167685
2000,Michigan,MI,23,US Senate,Matthew R. Abel,green,37542,4167685
2000,Minnesota,MN,33,US Senate,NA,NA,4,2419520
2000,Minnesota,MN,33,US Senate,David Daniels,grassroots,21447,2419520
2000,Minnesota,MN,33,US Senate,Mark Dayton,democratic-farmer-labor,1181553,2419520
2000,Minnesota,MN,33,US Senate,James (Jim) Gibson,independence,140583,2419520
2000,Minnesota,MN,33,US Senate,David Swan,constitution,8915,2419520
2000,Minnesota,MN,33,US Senate,Rebecca Ellis,socialist workers,12956,2419520
2000,Minnesota,MN,33,US Senate,Rod Grams,republican,1047474,2419520
2000,Minnesota,MN,33,US Senate,Erik D. Pakieser,libertarian,6588,2419520
2000,Mississippi,MS,46,US Senate,Jim Giles,independent,9344,994144
2000,Mississippi,MS,46,US Senate,Trent Lott,republican,654941,994144
2000,Mississippi,MS,46,US Senate,Shawn O'Hara,reform,7315,994144
2000,Mississippi,MS,46,US Senate,"Troy D. Brown, Sr.",democrat,314090,994144
2000,Mississippi,MS,46,US Senate,Lewis Napper,libertarian,8454,994144
2000,Missouri,MO,34,US Senate,Hugh Foley,reform,4166,2361586
2000,Missouri,MO,34,US Senate,Evaline Taylor,green,10612,2361586
2000,Missouri,MO,34,US Senate,Charles Dockins,natural law,1933,2361586
2000,Missouri,MO,34,US Senate,John Ashcroft,republican,1142852,2361586
2000,Missouri,MO,34,US Senate,NA,NA,13,2361586
2000,Missouri,MO,34,US Senate,Mel Carnahan,democrat,1191812,2361586
2000,Missouri,MO,34,US Senate,Grant Samuel Stauffer,libertarian,10198,2361586
2000,Montana,MT,64,US Senate,Gary Lee,reform,9089,411601
2000,Montana,MT,64,US Senate,Brian Schweitzer,democrat,194430,411601
2000,Montana,MT,64,US Senate,Conrad Burns,republican,208082,411601
2000,Nebraska,NE,35,US Senate,Don Stenberg,republican,337977,692350
2000,Nebraska,NE,35,US Senate,Ben Nelson,democrat,353093,692350
2000,Nebraska,NE,35,US Senate,NA,NA,1280,692350
2000,Nevada,NV,65,US Senate,John Ensign,republican,330687,600776
2000,Nevada,NV,65,US Senate,Blank Vote,,457,600776
2000,Nevada,NV,65,US Senate,J. J. Johnson,libertarian,5395,600776
2000,Nevada,NV,65,US Senate,Ernie Berghof,independent american,2540,600776
2000,Nevada,NV,65,US Senate,none of these candidates,,11503,600776
2000,Nevada,NV,65,US Senate,Over Vote,,69,600776
2000,Nevada,NV,65,US Senate,Bill Grutzmacher,citizens first,1579,600776
2000,Nevada,NV,65,US Senate,Ed Bernstein,democrat,238260,600776
2000,Nevada,NV,65,US Senate,Kathryn Rusco,green,10286,600776
2000,New Jersey,NJ,12,US Senate,J. M. Carter,independent,5657,3015662
2000,New Jersey,NJ,12,US Senate,Bob Franks,republican,1420267,3015662
2000,New Jersey,NJ,12,US Senate,Jon S. Corzine,democrat,1511237,3015662
2000,New Jersey,NJ,12,US Senate,Gregory Pason,independent,3365,3015662
2000,New Jersey,NJ,12,US Senate,Pat DiNizio,independent,19312,3015662
2000,New Jersey,NJ,12,US Senate,George Gostigian,independent,2536,3015662
2000,New Jersey,NJ,12,US Senate,Emerson Ellett,independent,7241,3015662
2000,New Jersey,NJ,12,US Senate,Nancy Rosenstock,independent,3309,3015662
2000,New Jersey,NJ,12,US Senate,Bruce Afran,independent,32841,3015662
2000,New Jersey,NJ,12,US Senate,Lorraine LaNeve,independent,3836,3015662
2000,New Jersey,NJ,12,US Senate,Dennis A. Breen,independent,6061,3015662
2000,New Mexico,NM,66,US Senate,Bill Redmond,republican,225517,589526
2000,New Mexico,NM,66,US Senate,NA,NA,265,589526
2000,New Mexico,NM,66,US Senate,Jeff Bingaman,democrat,363744,589526
2000,New York,NY,13,US Senate,Blank Vote/Scattering,,179823,6959662
2000,New York,NY,13,US Senate,Louis P. Wein,constitution,3414,6959662
2000,New York,NY,13,US Senate,Hillary Rodham Clinton,liberal,82801,6959662
2000,New York,NY,13,US Senate,John O. Adefope,right to life,21439,6959662
2000,New York,NY,13,US Senate,Hillary Rodham Clinton,working families,102094,6959662
2000,New York,NY,13,US Senate,Rick Lazio,conservative,191141,6959662
2000,New York,NY,13,US Senate,Rick Lazio,republican,2724589,6959662
2000,New York,NY,13,US Senate,Jeffrey E. Graham,independence,43181,6959662
2000,New York,NY,13,US Senate,Jacob J. Perasso,socialist workers,3040,6959662
2000,New York,NY,13,US Senate,Hillary Rodham Clinton,democrat,3562415,6959662
2000,New York,NY,13,US Senate,Mark J. Dunau,green,40991,6959662
2000,New York,NY,13,US Senate,John Clifton,libertarian,4734,6959662
2000,North Dakota,ND,36,US Senate,Kent Conrad,democratic-nonpartisan league,176470,287539
2000,North Dakota,ND,36,US Senate,Duane Sand,republican,111069,287539
2000,Ohio,OH,24,US Senate,NA,NA,786,4448801
2000,Ohio,OH,24,US Senate,John A. Eastman,natural law,70713,4448801
2000,Ohio,OH,24,US Senate,John R. McAlister,libertarian,116724,4448801
2000,Ohio,OH,24,US Senate,Ted Celeste,democrat,1595066,4448801
2000,Ohio,OH,24,US Senate,Mike DeWine,republican,2665512,4448801
2000,Pennsylvania,PA,14,US Senate,Ron Klink,democrat,2154908,4735116
2000,Pennsylvania,PA,14,US Senate,John J. Featherman,libertarian,45775,4735116
2000,Pennsylvania,PA,14,US Senate,Robert E. Domske,reform,24089,4735116
2000,Pennsylvania,PA,14,US Senate,Rick Santorum,republican,2481962,4735116
2000,Pennsylvania,PA,14,US Senate,Lester B. Searer,constitution,28382,4735116
2000,Rhode Island,RI,5,US Senate,Robert A. Weygand,democrat,161023,391353
2000,Rhode Island,RI,5,US Senate,Lincoln D. Chafee,republican,222588,391353
2000,Rhode Island,RI,5,US Senate,Kenneth P. Proulx,independent,3635,391353
2000,Rhode Island,RI,5,US Senate,Christopher Young,reform,4107,391353
2000,Tennessee,TN,54,US Senate,Jeff Clark,democrat,621152,1928613
2000,Tennessee,TN,54,US Senate,David Jarrod Ownby,independent,4388,1928613
2000,Tennessee,TN,54,US Senate,NA,NA,259,1928613
2000,Tennessee,TN,54,US Senate,Robert Watson,independent,8416,1928613
2000,Tennessee,TN,54,US Senate,Charles F. Johnson,independent,10004,1928613
2000,Tennessee,TN,54,US Senate,Bill Frist,republican,1255444,1928613
2000,Tennessee,TN,54,US Senate,Tom Burrell,green,25815,1928613
2000,Tennessee,TN,54,US Senate,Joel Kinstle,independent,3135,1928613
2000,Texas,TX,49,US Senate,Gene Kelly,democrat,2025024,6267964
2000,Texas,TX,49,US Senate,Kay Bailey Hutchison,republican,4078954,6267964
2000,Texas,TX,49,US Senate,Mary J. Ruwart,libertarian,72657,6267964
2000,Texas,TX,49,US Senate,Douglas S. Sandage,green,91329,6267964
2000,Utah,UT,67,US Senate,Scott N. Howell,democrat,242569,769704
2000,Utah,UT,67,US Senate,Jim Dexter,libertarian,10394,769704
2000,Utah,UT,67,US Senate,Carlton Edward Bowen,independent american,11938,769704
2000,Utah,UT,67,US Senate,Orrin G. Hatch,republican,504803,769704
2000,Vermont,VT,6,US Senate,Charles W. Russell,constitution,10079,288500
2000,Vermont,VT,6,US Senate,Rick Hubbard,independent,5366,288500
2000,Vermont,VT,6,US Senate,Ed Flanagan,democrat,73352,288500
2000,Vermont,VT,6,US Senate,Jerry Levy,liberty union,1477,288500
2000,Vermont,VT,6,US Senate,Hugh Douglas,libertarian,3843,288500
2000,Vermont,VT,6,US Senate,James M. Jeffords,republican,189133,288500
2000,Vermont,VT,6,US Senate,Billy Greer,vermont grassroots,4889,288500
2000,Vermont,VT,6,US Senate,NA,NA,361,288500
2000,Virginia,VA,40,US Senate,Charles S. Robb,democrat,1296093,2718301
2000,Virginia,VA,40,US Senate,NA,NA,1748,2718301
2000,Virginia,VA,40,US Senate,George F. Allen,republican,1420460,2718301
2000,Washington,WA,73,US Senate,Slade Gorton,republican,1197208,2461379
2000,Washington,WA,73,US Senate,Maria Cantwell,democrat,1199437,2461379
2000,Washington,WA,73,US Senate,Jeff Jared,libertarian,64734,2461379
2000,West Virginia,WV,56,US Senate,Joe Whelan,libertarian,12627,603477
2000,West Virginia,WV,56,US Senate,Robert C. Byrd,democrat,469215,603477
2000,West Virginia,WV,56,US Senate,David T. Gallaher,republican,121635,603477
2000,Wisconsin,WI,25,US Senate,Herb Kohl,democrat,1563238,2540083
2000,Wisconsin,WI,25,US Senate,Eugene A. Hem,independent,9555,2540083
2000,Wisconsin,WI,25,US Senate,scatter,,902,2540083
2000,Wisconsin,WI,25,US Senate,Tim Peterson,libertarian,21348,2540083
2000,Wisconsin,WI,25,US Senate,John Gillespie,republican,940744,2540083
2000,Wisconsin,WI,25,US Senate,Robert R. Raymond,constitution,4296,2540083
2000,Wyoming,WY,68,US Senate,Craig Thomas,republican,157622,213659
2000,Wyoming,WY,68,US Senate,Margaret Dawson,libertarian,8950,213659
2000,Wyoming,WY,68,US Senate,Mel Logan,democrat,47087,213659
2002,Alabama,AL,41,US Senate,Jeff Sessions,republican,792561,1353023
2002,Alabama,AL,41,US Senate,Jeff Allen,libertarian,20234,1353023
2002,Alabama,AL,41,US Senate,NA,NA,1350,1353023
2002,Alabama,AL,41,US Senate,Susan Parker,democrat,538878,1353023
2002,Alaska,AK,81,US Senate,Jim Dore,alaskan independence,6724,229548
2002,Alaska,AK,81,US Senate,Ted Stevens,republican,179438,229548
2002,Alaska,AK,81,US Senate,NA,NA,291,229548
2002,Alaska,AK,81,US Senate,Leonard Karpinski,libertarian,2354,229548
2002,Alaska,AK,81,US Senate,Jim Sykes,green,16608,229548
2002,Alaska,AK,81,US Senate,Frank Vondersaar,democrat,24133,229548
2002,Arkansas,AR,42,US Senate,Tim Hutchinson,republican,370735,804121
2002,Arkansas,AR,42,US Senate,Mark Pryor,democrat,433386,804121
2002,Colorado,CO,62,US Senate,"Doulgas ""Dayhorse"" Campbell",american constitution,21547,1416082
2002,Colorado,CO,62,US Senate,NA,NA,596,1416082
2002,Colorado,CO,62,US Senate,Wayne Allard,republican,717893,1416082
2002,Colorado,CO,62,US Senate,John Heckman,concerns of people,7140,1416082
2002,Colorado,CO,62,US Senate,Rick Stanley,libertarian,20776,1416082
2002,Colorado,CO,62,US Senate,Tom Strickland,democrat,648130,1416082
2002,Delaware,DE,11,US Senate,Maurice Barros,independent party of delaware,996,232314
2002,Delaware,DE,11,US Senate,Raymond T. Buranello,libertarian,922,232314
2002,Delaware,DE,11,US Senate,Joseph R. Biden Jr.,democrat,135253,232314
2002,Delaware,DE,11,US Senate,Raymond J. Clatworthy,republican,94793,232314
2002,Delaware,DE,11,US Senate,Robert E. Mattson,natural law,350,232314
2002,Georgia,GA,44,US Senate,Saxby Chambliss,republican,1071352,2031604
2002,Georgia,GA,44,US Senate,Max Cleland,democrat,932422,2031604
2002,Georgia,GA,44,US Senate,"Claude ""Sandy"" Thomas",libertarian,27830,2031604
2002,Idaho,ID,63,US Senate,Larry E. Craig,republican,266215,408544
2002,Idaho,ID,63,US Senate,Alan Blinken,democrat,132975,408544
2002,Idaho,ID,63,US Senate,Donovan Bramwell,libertarian,9354,408544
2002,Illinois,IL,21,US Senate,Jim Durkin,republican,1325703,3486851
2002,Illinois,IL,21,US Senate,Steven Burgauer,libertarian,57382,3486851
2002,Illinois,IL,21,US Senate,Richard J. Durbin,democrat,2103766,3486851
2002,Iowa,IA,31,US Senate,Richard J. Moore,libertarian,8864,1023075
2002,Iowa,IA,31,US Senate,Timothy A. Harthan,green,11340,1023075
2002,Iowa,IA,31,US Senate,Greg Ganske,republican,447892,1023075
2002,Iowa,IA,31,US Senate,NA,NA,701,1023075
2002,Iowa,IA,31,US Senate,Tom Harkin,democrat,554278,1023075
2002,Kansas,KS,32,US Senate,Steven A. Rosile,libertarian,70725,776850
2002,Kansas,KS,32,US Senate,George Cook,reform,65050,776850
2002,Kansas,KS,32,US Senate,Pat Roberts,republican,641075,776850
2002,Kentucky,KY,51,US Senate,Mitch McConnell,republican,731679,1131313
2002,Kentucky,KY,51,US Senate,Lois Combs Weinberg,democrat,399634,1131313
2002,Louisiana,LA,45,US Senate,Gary D. Robbins,other,2423,2481629
2002,Louisiana,LA,45,US Senate,"""Tony"" Perkins",republican,119776,2481629
2002,Louisiana,LA,45,US Senate,John Cooksey,republican,171752,2481629
2002,Louisiana,LA,45,US Senate,Mary L. Landrieu,democrat,638654,2481629
2002,Louisiana,LA,45,US Senate,Raymond Brown,democrat,23553,2481629
2002,Louisiana,LA,45,US Senate,Suzanne Haik Terrell,republican,596642,2481629
2002,Louisiana,LA,45,US Senate,Suzanne Haik Terrell,republican,339506,2481629
2002,Louisiana,LA,45,US Senate,"Patrick E. ""Live Wire"" Landry",other,10442,2481629
2002,Louisiana,LA,45,US Senate,James Lemann,other,3866,2481629
2002,Louisiana,LA,45,US Senate,Ernest Edward Skillman Jr.,republican,1668,2481629
2002,Louisiana,LA,45,US Senate,Mary L. Landrieu,democrat,573347,2481629
2002,Maine,ME,2,US Senate,Susan M. Collins,republican,295041,504899
2002,Maine,ME,2,US Senate,Chellie Pingree,democrat,209858,504899
2002,Massachusetts,MA,3,US Senate,Other,,6077,2220301
2002,Massachusetts,MA,3,US Senate,NA,NA,24898,2220301
2002,Massachusetts,MA,3,US Senate,Michael E. Cloud,libertarian,369807,2220301
2002,Massachusetts,MA,3,US Senate,Blank Vote/Scattering,,213543,2220301
2002,Massachusetts,MA,3,US Senate,John F. Kerry,democrat,1605976,2220301
2002,Michigan,MI,23,US Senate,John S. Mangopoulos,reform,12831,3129287
2002,Michigan,MI,23,US Senate,Carl Levin,democrat,1896614,3129287
2002,Michigan,MI,23,US Senate,Andrew Raczkowski,republican,1185545,3129287
2002,Michigan,MI,23,US Senate,Doug Dern,natural law,10366,3129287
2002,Michigan,MI,23,US Senate,Eric Borregard,green,23931,3129287
2002,Minnesota,MN,33,US Senate,NA,NA,7,2254639
2002,Minnesota,MN,33,US Senate,Norm Coleman,republican,1116697,2254639
2002,Minnesota,MN,33,US Senate,NA,NA,3,2254639
2002,Minnesota,MN,33,US Senate,NA,NA,1790,2254639
2002,Minnesota,MN,33,US Senate,Paul Wellstone,democratic-farmer-labor,11381,2254639
2002,Minnesota,MN,33,US Senate,Jim Moore,independence,45139,2254639
2002,Minnesota,MN,33,US Senate,Ray Tricomo,green,10119,2254639
2002,Minnesota,MN,33,US Senate,Walter F. Mondale,democrat,1067246,2254639
2002,Minnesota,MN,33,US Senate,Miro Drago,constitution,2254,2254639
2002,Mississippi,MS,46,US Senate,Thad Cochran,republican,533269,630495
2002,Mississippi,MS,46,US Senate,Shawn O'Hara,reform,97226,630495
2002,Missouri,MO,34,US Senate,Jean Carnahan,democrat,913778,1877620
2002,Missouri,MO,34,US Senate,Daniel (Digger) Romano,green,10465,1877620
2002,Missouri,MO,34,US Senate,Jim Talent,republican,935032,1877620
2002,Missouri,MO,34,US Senate,Tamara A. Millay,libertarian,18345,1877620
2002,Montana,MT,64,US Senate,Max Baucus,democrat,204853,326537
2002,Montana,MT,64,US Senate,Stan Jones,libertarian,10420,326537
2002,Montana,MT,64,US Senate,Mike Taylor,republican,103611,326537
2002,Montana,MT,64,US Senate,Bob Kelleher,green,7653,326537
2002,Nebraska,NE,35,US Senate,Charlie A. Matulka,democrat,70290,480217
2002,Nebraska,NE,35,US Senate,Phil Chase,independent,5066,480217
2002,Nebraska,NE,35,US Senate,Chuck Hagel,republican,397438,480217
2002,Nebraska,NE,35,US Senate,John J. Graziano,libertarian,7423,480217
2002,New Hampshire,NH,4,US Senate,Ken Blevens,libertarian,9835,447135
2002,New Hampshire,NH,4,US Senate,Jeanne Shaheen,democrat,207478,447135
2002,New Hampshire,NH,4,US Senate,scatter,,197,447135
2002,New Hampshire,NH,4,US Senate,John E. Sununu,republican,227229,447135
2002,New Hampshire,NH,4,US Senate,NA,NA,2396,447135
2002,New Jersey,NJ,12,US Senate,Gregory Pason,socialist,2702,2112604
2002,New Jersey,NJ,12,US Senate,Elizabeth Macron,libertarian,12558,2112604
2002,New Jersey,NJ,12,US Senate,Norman E. Wahner,conservative,6404,2112604
2002,New Jersey,NJ,12,US Senate,Douglas R. Forrester,republican,928439,2112604
2002,New Jersey,NJ,12,US Senate,Frank R. Lautenberg,democrat,1138193,2112604
2002,New Jersey,NJ,12,US Senate,Ted Glick,green,24308,2112604
2002,New Mexico,NM,66,US Senate,Gloria Tristani,democrat,168863,483056
2002,New Mexico,NM,66,US Senate,Pete V. Domenici,republican,314193,483056
2002,North Carolina,NC,47,US Senate,Sean Haugh,libertarian,33807,2331181
2002,North Carolina,NC,47,US Senate,NA,NA,727,2331181
2002,North Carolina,NC,47,US Senate,Erskine B. Bowles,democrat,1047983,2331181
2002,North Carolina,NC,47,US Senate,Elizabeth H. Dole,republican,1248664,2331181
2002,Oklahoma,OK,53,US Senate,James Germalic,independent,65056,1018424
2002,Oklahoma,OK,53,US Senate,James M. Inhofe,republican,583579,1018424
2002,Oklahoma,OK,53,US Senate,David Walters,democrat,369789,1018424
2002,Oregon,OR,72,US Senate,Gordon Smith,republican,712287,1267221
2002,Oregon,OR,72,US Senate,Other,,1354,1267221
2002,Oregon,OR,72,US Senate,Dan Fitzgerald,libertarian,29979,1267221
